algorithm,merged_id,merge_size,target_example_id,budget_tokens,timing_repeats,runtime_sec,relative_utility_to_exact,total_chunks,total_cost_tokens,selected_chunks,total_selected_cost,budget_utilization,compression_ratio,total_selected_utility,gold_support_total,gold_support_selected,gold_support_recall,exact_gold_support_coverage
exact_dp,merge_30_9,30,5a75377c55429929fddd8514,8000,1,1.5244532998185605,1.0,1415.0,27177.0,677.0,8000.0,1.0,0.2943665599587887,197.19466645334242,3.0,3.0,1.0,1.0
greedy_ratio,merge_30_9,30,5a75377c55429929fddd8514,8000,10,0.0006931999232620001,1.0,1415.0,27177.0,677.0,8000.0,1.0,0.2943665599587887,197.19466645334242,3.0,3.0,1.0,1.0
greedy_refine,merge_30_9,30,5a75377c55429929fddd8514,8000,10,0.014019099995493889,1.0,1415.0,27177.0,677.0,8000.0,1.0,0.2943665599587887,197.19466645334242,3.0,3.0,1.0,1.0
exact_dp,merge_30_10,30,5abfdc185542994516f45513,2000,1,0.27675269986502826,1.0,1395.0,25818.0,303.0,2000.0,1.0,0.07746533426291735,102.22893921412827,5.0,4.0,0.8,0.0
greedy_ratio,merge_30_10,30,5abfdc185542994516f45513,2000,10,0.0007217999082058668,0.9997241460250738,1395.0,25818.0,303.0,1999.0,0.9995,0.07742660159578589,102.20073895489357,5.0,4.0,0.8,0.0
greedy_refine,merge_30_10,30,5abfdc185542994516f45513,2000,10,0.023178800009191036,1.0,1395.0,25818.0,303.0,2000.0,1.0,0.07746533426291735,102.22893921412827,5.0,4.0,0.8,0.0
exact_dp,merge_30_10,30,5abfdc185542994516f45513,4000,1,0.6357238998170942,1.0,1395.0,25818.0,457.0,4000.0,1.0,0.1549306685258347,152.23707636222167,5.0,5.0,1.0,1.0
greedy_ratio,merge_30_10,30,5abfdc185542994516f45513,4000,10,0.0006963000632822514,0.9997488893721957,1395.0,25818.0,457.0,3998.0,0.9995,0.15485320319157178,152.19884801440128,5.0,5.0,1.0,1.0
greedy_refine,merge_30_10,30,5abfdc185542994516f45513,4000,10,0.0306235000025481,1.0,1395.0,25818.0,457.0,4000.0,1.0,0.1549306685258347,152.23707636222167,5.0,5.0,1.0,1.0
exact_dp,merge_30_10,30,5abfdc185542994516f45513,8000,1,1.4741843999363482,1.0,1395.0,25818.0,692.0,8000.0,1.0,0.3098613370516694,225.64629617907977,5.0,5.0,1.0,1.0
greedy_ratio,merge_30_10,30,5abfdc185542994516f45513,8000,10,0.0007021999917924404,0.9995850293341029,1395.0,25818.0,692.0,7994.0,0.99925,0.3096289410488806,225.5526595852971,5.0,5.0,1.0,1.0
greedy_refine,merge_30_10,30,5abfdc185542994516f45513,8000,10,0.03807849995791912,0.9999968352135361,1395.0,25818.0,692.0,8000.0,1.0,0.3098613370516694,225.645582056736,5.0,5.0,1.0,1.0
exact_dp,merge_30_11,30,5a8d7f2b554299068b959d0c,2000,1,0.28736429987475276,1.0,1495.0,27992.0,312.0,2000.0,1.0,0.07144898542440697,89.06494774385884,3.0,2.0,0.6666666666666666,0.0
greedy_ratio,merge_30_11,30,5a8d7f2b554299068b959d0c,2000,10,0.000754800159484148,0.9994453807908542,1495.0,27992.0,312.0,1998.0,0.999,0.07137753643898256,89.01555061297853,3.0,2.0,0.6666666666666666,0.0
greedy_refine,merge_30_11,30,5a8d7f2b554299068b959d0c,2000,10,0.025275500025600195,1.0,1495.0,27992.0,312.0,2000.0,1.0,0.07144898542440697,89.06494774385884,3.0,2.0,0.6666666666666666,0.0
exact_dp,merge_30_11,30,5a8d7f2b554299068b959d0c,4000,1,0.6627468001097441,1.0,1495.0,27992.0,462.0,4000.0,1.0,0.14289797084881395,130.89421772136183,3.0,2.0,0.6666666666666666,0.0
greedy_ratio,merge_30_11,30,5a8d7f2b554299068b959d0c,4000,10,0.0007715001702308655,0.9998512237215217,1495.0,27992.0,462.0,3999.0,0.99975,0.14286224635610173,130.8747437667749,3.0,2.0,0.6666666666666666,0.0
greedy_refine,merge_30_11,30,5a8d7f2b554299068b959d0c,4000,10,0.030894699972122908,0.9999743892974138,1495.0,27992.0,462.0,4000.0,1.0,0.14289797084881395,130.8908654284815,3.0,2.0,0.6666666666666666,0.0
exact_dp,merge_30_11,30,5a8d7f2b554299068b959d0c,8000,1,1.5227431999519467,1.0,1495.0,27992.0,710.0,8000.0,1.0,0.2857959416976279,193.0542658389544,3.0,3.0,1.0,1.0
greedy_ratio,merge_30_11,30,5a8d7f2b554299068b959d0c,8000,10,0.0007488001137971878,1.0,1495.0,27992.0,710.0,8000.0,1.0,0.2857959416976279,193.0542658389544,3.0,3.0,1.0,1.0
greedy_refine,merge_30_11,30,5a8d7f2b554299068b959d0c,8000,10,0.016107900068163872,1.0,1495.0,27992.0,710.0,8000.0,1.0,0.2857959416976279,193.0542658389544,3.0,3.0,1.0,1.0
exact_dp,merge_30_12,30,5ae80d25554299540e5a5709,2000,1,0.31422349996864796,1.0,1550.0,28758.0,324.0,2000.0,1.0,0.06954586549829612,120.14390674781312,7.0,7.0,1.0,1.0
greedy_ratio,merge_30_12,30,5ae80d25554299540e5a5709,2000,10,0.0008870998863130808,0.9999978697124648,1550.0,28758.0,324.0,2000.0,1.0,0.06954586549829612,120.14365080674615,7.0,7.0,1.0,1.0
greedy_refine,merge_30_12,30,5ae80d25554299540e5a5709,2000,10,0.01090879994444549,0.9999978697124648,1550.0,28758.0,324.0,2000.0,1.0,0.06954586549829612,120.14365080674615,7.0,7.0,1.0,1.0
exact_dp,merge_30_12,30,5ae80d25554299540e5a5709,4000,1,0.7664922999683768,1.0,1550.0,28758.0,471.0,4000.0,1.0,0.13909173099659225,177.88007544199792,7.0,7.0,1.0,1.0
greedy_ratio,merge_30_12,30,5ae80d25554299540e5a5709,4000,10,0.0008268998935818672,1.0,1550.0,28758.0,471.0,4000.0,1.0,0.13909173099659225,177.88007544199792,7.0,7.0,1.0,1.0
greedy_refine,merge_30_12,30,5ae80d25554299540e5a5709,4000,10,0.013015199918299913,1.0,1550.0,28758.0,471.0,4000.0,1.0,0.13909173099659225,177.88007544199792,7.0,7.0,1.0,1.0
exact_dp,merge_30_12,30,5ae80d25554299540e5a5709,8000,1,1.5982144998852164,1.0,1550.0,28758.0,713.0,8000.0,1.0,0.2781834619931845,260.75002863476436,7.0,7.0,1.0,1.0
greedy_ratio,merge_30_12,30,5ae80d25554299540e5a5709,8000,10,0.0007891999557614326,0.9997364194976919,1550.0,28758.0,712.0,7996.0,0.9995,0.2780443702621879,260.68130001123995,7.0,7.0,1.0,1.0
greedy_refine,merge_30_12,30,5ae80d25554299540e5a5709,8000,10,0.041029099840670824,0.9999872666450697,1550.0,28758.0,712.0,8000.0,1.0,0.2781834619931845,260.74670841210167,7.0,7.0,1.0,1.0
exact_dp,merge_30_13,30,5a7cdd6b55429909bec76858,2000,1,0.36888800002634525,1.0,1422.0,26975.0,310.0,2000.0,1.0,0.07414272474513438,69.24276043661872,3.0,2.0,0.6666666666666666,0.0
greedy_ratio,merge_30_13,30,5a7cdd6b55429909bec76858,2000,10,0.000885500106960535,0.9997808793675199,1422.0,26975.0,310.0,1999.0,0.9995,0.07410565338276182,69.22758791915719,3.0,2.0,0.6666666666666666,0.0
greedy_refine,merge_30_13,30,5a7cdd6b55429909bec76858,2000,10,0.02949570002965629,1.0,1422.0,26975.0,310.0,2000.0,1.0,0.07414272474513438,69.24276043661872,3.0,2.0,0.6666666666666666,0.0
exact_dp,merge_30_13,30,5a7cdd6b55429909bec76858,4000,1,0.676370200002566,1.0,1422.0,26975.0,457.0,4000.0,1.0,0.14828544949026876,102.2360755007746,3.0,2.0,0.6666666666666666,0.0
greedy_ratio,merge_30_13,30,5a7cdd6b55429909bec76858,4000,10,0.0006952998228371143,0.9999946807373858,1422.0,26975.0,458.0,4000.0,1.0,0.14828544949026876,102.23553168024037,3.0,2.0,0.6666666666666666,0.0
greedy_refine,merge_30_13,30,5a7cdd6b55429909bec76858,4000,10,0.011928500141948462,0.9999946807373858,1422.0,26975.0,458.0,4000.0,1.0,0.14828544949026876,102.23553168024037,3.0,2.0,0.6666666666666666,0.0
exact_dp,merge_30_13,30,5a7cdd6b55429909bec76858,8000,1,1.4549156001303345,1.0,1422.0,26975.0,696.0,8000.0,1.0,0.2965708989805375,151.43975134991817,3.0,3.0,1.0,1.0
greedy_ratio,merge_30_13,30,5a7cdd6b55429909bec76858,8000,10,0.0006969999521970749,1.0,1422.0,26975.0,696.0,8000.0,1.0,0.2965708989805375,151.43975134991817,3.0,3.0,1.0,1.0
greedy_refine,merge_30_13,30,5a7cdd6b55429909bec76858,8000,10,0.014305700082331896,1.0,1422.0,26975.0,696.0,8000.0,1.0,0.2965708989805375,151.43975134991817,3.0,3.0,1.0,1.0
exact_dp,merge_30_14,30,5ab9df1f554299232ef4a239,2000,1,0.2787869998719543,1.0,1424.0,27540.0,309.0,2000.0,1.0,0.07262164124909223,76.04054522591734,5.0,3.0,0.6,0.0
greedy_ratio,merge_30_14,30,5ab9df1f554299232ef4a239,2000,10,0.0007835000287741423,0.9997389364069179,1424.0,27540.0,310.0,1999.0,0.9995,0.07258533042846768,76.02069380796074,5.0,3.0,0.6,0.0
greedy_refine,merge_30_14,30,5ab9df1f554299232ef4a239,2000,10,0.024525800021365285,0.999949309431585,1424.0,27540.0,310.0,2000.0,1.0,0.07262164124909223,76.03669068745725,5.0,3.0,0.6,0.0
exact_dp,merge_30_14,30,5ab9df1f554299232ef4a239,4000,1,0.6340685000177473,1.0,1424.0,27540.0,448.0,4000.0,1.0,0.14524328249818447,112.3160015440907,5.0,4.0,0.8,0.0
greedy_ratio,merge_30_14,30,5ab9df1f554299232ef4a239,4000,10,0.0006923000328242779,0.9999535922539218,1424.0,27540.0,449.0,4000.0,1.0,0.14524328249818447,112.31078921161051,5.0,4.0,0.8,0.0
greedy_refine,merge_30_14,30,5ab9df1f554299232ef4a239,4000,10,0.012231900123879313,0.9999535922539218,1424.0,27540.0,449.0,4000.0,1.0,0.14524328249818447,112.31078921161051,5.0,4.0,0.8,0.0
exact_dp,merge_30_14,30,5ab9df1f554299232ef4a239,8000,1,1.4822458000853658,1.0,1424.0,27540.0,674.0,8000.0,1.0,0.29048656499636893,167.75072957126943,5.0,5.0,1.0,1.0
greedy_ratio,merge_30_14,30,5ab9df1f554299232ef4a239,8000,10,0.0007371001411229372,0.9999985798423255,1424.0,27540.0,675.0,8000.0,1.0,0.29048656499636893,167.75049133878343,5.0,4.0,0.8,0.0
greedy_refine,merge_30_14,30,5ab9df1f554299232ef4a239,8000,10,0.014689400093629956,0.9999985798423255,1424.0,27540.0,675.0,8000.0,1.0,0.29048656499636893,167.75049133878343,5.0,4.0,0.8,0.0
exact_dp,merge_30_15,30,5a76f22055429972597f13fa,2000,1,0.28117750003002584,1.0,1374.0,25512.0,311.0,2000.0,1.0,0.07839448102853559,89.84292586738158,2.0,1.0,0.5,0.0
greedy_ratio,merge_30_15,30,5a76f22055429972597f13fa,2000,10,0.0006715001072734594,1.0,1374.0,25512.0,311.0,2000.0,1.0,0.07839448102853559,89.84292586738158,2.0,1.0,0.5,0.0
greedy_refine,merge_30_15,30,5a76f22055429972597f13fa,2000,10,0.009824400069192052,1.0,1374.0,25512.0,311.0,2000.0,1.0,0.07839448102853559,89.84292586738158,2.0,1.0,0.5,0.0
exact_dp,merge_30_15,30,5a76f22055429972597f13fa,4000,1,0.6235706999432296,1.0,1374.0,25512.0,456.0,4000.0,1.0,0.15678896205707119,133.08944361432785,2.0,2.0,1.0,1.0
greedy_ratio,merge_30_15,30,5a76f22055429972597f13fa,4000,10,0.000749099999666214,1.0,1374.0,25512.0,456.0,4000.0,1.0,0.15678896205707119,133.08944361432785,2.0,2.0,1.0,1.0
greedy_refine,merge_30_15,30,5a76f22055429972597f13fa,4000,10,0.011602899990975857,1.0,1374.0,25512.0,456.0,4000.0,1.0,0.15678896205707119,133.08944361432785,2.0,2.0,1.0,1.0
exact_dp,merge_30_15,30,5a76f22055429972597f13fa,8000,1,1.4564857999794185,1.0,1374.0,25512.0,690.0,8000.0,1.0,0.31357792411414237,198.3249598263648,2.0,2.0,1.0,1.0
greedy_ratio,merge_30_15,30,5a76f22055429972597f13fa,8000,10,0.000700599979609251,1.0,1374.0,25512.0,690.0,8000.0,1.0,0.31357792411414237,198.3249598263648,2.0,2.0,1.0,1.0
greedy_refine,merge_30_15,30,5a76f22055429972597f13fa,8000,10,0.014461199985817075,1.0,1374.0,25512.0,690.0,8000.0,1.0,0.31357792411414237,198.3249598263648,2.0,2.0,1.0,1.0
exact_dp,merge_30_16,30,5a8fa20555429918e830d298,2000,1,0.29621790000237525,1.0,1451.0,27824.0,323.0,2000.0,1.0,0.0718803910293272,111.6298335112151,5.0,2.0,0.4,0.0
greedy_ratio,merge_30_16,30,5a8fa20555429918e830d298,2000,10,0.0007780001033097506,0.9998552229099892,1451.0,27824.0,324.0,2000.0,1.0,0.0718803910293272,111.61367206876095,5.0,2.0,0.4,0.0
greedy_refine,merge_30_16,30,5a8fa20555429918e830d298,2000,10,0.010241300100460649,0.9998552229099892,1451.0,27824.0,324.0,2000.0,1.0,0.0718803910293272,111.61367206876095,5.0,2.0,0.4,0.0
exact_dp,merge_30_16,30,5a8fa20555429918e830d298,4000,1,0.6585014001466334,1.0,1451.0,27824.0,471.0,4000.0,1.0,0.1437607820586544,163.33363457993048,5.0,3.0,0.6,0.0
greedy_ratio,merge_30_16,30,5a8fa20555429918e830d298,4000,10,0.0007899999618530273,0.999592370514264,1451.0,27824.0,471.0,3997.0,0.99925,0.1436529614721104,163.26705497446326,5.0,3.0,0.6,0.0
greedy_refine,merge_30_16,30,5a8fa20555429918e830d298,4000,10,0.030476999934762716,1.0,1451.0,27824.0,471.0,4000.0,1.0,0.1437607820586544,163.33363457993048,5.0,3.0,0.6,0.0
exact_dp,merge_30_16,30,5a8fa20555429918e830d298,8000,1,1.5316995999310166,1.0,1451.0,27824.0,698.0,8000.0,1.0,0.2875215641173088,241.26550084118824,5.0,5.0,1.0,1.0
greedy_ratio,merge_30_16,30,5a8fa20555429918e830d298,8000,10,0.0007241000421345234,0.9997901410098862,1451.0,27824.0,698.0,7997.0,0.999625,0.2874137435307648,241.2148691068324,5.0,5.0,1.0,1.0
greedy_refine,merge_30_16,30,5a8fa20555429918e830d298,8000,10,0.038445499958470464,0.9999917721798901,1451.0,27824.0,698.0,8000.0,1.0,0.2875215641173088,241.2635157520486,5.0,5.0,1.0,1.0
exact_dp,merge_30_17,30,5a8ced46554299441c6b9f82,2000,1,0.22281010006554425,1.0,1216.0,24093.0,233.0,2000.0,1.0,0.08301166313867098,77.60991796952388,4.0,4.0,1.0,1.0
greedy_ratio,merge_30_17,30,5a8ced46554299441c6b9f82,2000,10,0.0005594000685960054,0.9994285199860176,1216.0,24093.0,233.0,1998.0,0.999,0.08292865147553231,77.56556545251748,4.0,4.0,1.0,1.0
greedy_refine,merge_30_17,30,5a8ced46554299441c6b9f82,2000,10,0.01887549995444715,0.9999894131184214,1216.0,24093.0,233.0,2000.0,1.0,0.08301166313867098,77.60909632251301,4.0,4.0,1.0,1.0
exact_dp,merge_30_17,30,5a8ced46554299441c6b9f82,4000,1,0.6084941001608968,1.0,1216.0,24093.0,376.0,4000.0,1.0,0.16602332627734195,118.63736859419544,4.0,4.0,1.0,1.0
greedy_ratio,merge_30_17,30,5a8ced46554299441c6b9f82,4000,10,0.0007164000999182463,0.9995635275789663,1216.0,24093.0,375.0,3997.0,0.99925,0.16589880878263397,118.58558665470005,4.0,4.0,1.0,1.0
greedy_refine,merge_30_17,30,5a8ced46554299441c6b9f82,4000,10,0.028044900158420205,0.999979438114256,1216.0,24093.0,375.0,4000.0,1.0,0.16602332627734195,118.63492918617744,4.0,4.0,1.0,1.0
exact_dp,merge_30_17,30,5a8ced46554299441c6b9f82,8000,1,1.4425560999661684,1.0,1216.0,24093.0,607.0,8000.0,1.0,0.3320466525546839,177.0906009518361,4.0,4.0,1.0,1.0
greedy_ratio,merge_30_17,30,5a8ced46554299441c6b9f82,8000,10,0.0006100998725742102,0.9999382038017872,1216.0,24093.0,607.0,8000.0,1.0,0.3320466525546839,177.07965742595806,4.0,4.0,1.0,1.0
greedy_refine,merge_30_17,30,5a8ced46554299441c6b9f82,8000,10,0.01177150011062622,0.9999382038017872,1216.0,24093.0,607.0,8000.0,1.0,0.3320466525546839,177.07965742595806,4.0,4.0,1.0,1.0
exact_dp,merge_30_18,30,5a7e08b55542997cc2c474fe,2000,1,0.2750460999086499,1.0,1459.0,28494.0,284.0,2000.0,1.0,0.07019021548396154,93.85774683753971,2.0,0.0,0.0,0.0
greedy_ratio,merge_30_18,30,5a7e08b55542997cc2c474fe,2000,10,0.0007443998474627733,1.0,1459.0,28494.0,284.0,2000.0,1.0,0.07019021548396154,93.85774683753971,2.0,0.0,0.0,0.0
greedy_refine,merge_30_18,30,5a7e08b55542997cc2c474fe,2000,10,0.009815199999138713,1.0,1459.0,28494.0,284.0,2000.0,1.0,0.07019021548396154,93.85774683753971,2.0,0.0,0.0,0.0
exact_dp,merge_30_18,30,5a7e08b55542997cc2c474fe,4000,1,0.616755000082776,1.0,1459.0,28494.0,414.0,4000.0,1.0,0.14038043096792308,138.12741101688306,2.0,1.0,0.5,0.0
greedy_ratio,merge_30_18,30,5a7e08b55542997cc2c474fe,4000,10,0.0007704999297857285,0.9996076431251404,1459.0,28494.0,416.0,3997.0,0.99925,0.14027514564469712,138.07321577756403,2.0,1.0,0.5,0.0
greedy_refine,merge_30_18,30,5a7e08b55542997cc2c474fe,4000,10,0.028713800013065338,0.9999806622979028,1459.0,28494.0,416.0,4000.0,1.0,0.14038043096792308,138.12473995015736,2.0,1.0,0.5,0.0
exact_dp,merge_30_18,30,5a7e08b55542997cc2c474fe,8000,1,1.4906047000549734,1.0,1459.0,28494.0,646.0,8000.0,1.0,0.28076086193584615,200.9796312073264,2.0,2.0,1.0,1.0
greedy_ratio,merge_30_18,30,5a7e08b55542997cc2c474fe,8000,10,0.0007664000149816275,0.9998018137302311,1459.0,28494.0,646.0,7997.0,0.999625,0.2806555766126202,200.9397998039179,2.0,2.0,1.0,1.0
greedy_refine,merge_30_18,30,5a7e08b55542997cc2c474fe,8000,10,0.037855299888178706,0.9999913734064158,1459.0,28494.0,646.0,8000.0,1.0,0.28076086193584615,200.97789743772927,2.0,2.0,1.0,1.0
exact_dp,merge_30_19,30,5ae13bf1554299422ee99634,2000,1,0.36630270001478493,1.0,1319.0,24380.0,304.0,2000.0,1.0,0.08203445447087777,76.72044377301465,3.0,2.0,0.6666666666666666,0.0
greedy_ratio,merge_30_19,30,5ae13bf1554299422ee99634,2000,10,0.000668700085952878,0.999182892964733,1319.0,24380.0,304.0,1997.0,0.9985,0.08191140278917146,76.65775495865891,3.0,2.0,0.6666666666666666,0.0
greedy_refine,merge_30_19,30,5ae13bf1554299422ee99634,2000,10,0.023926599882543087,1.0,1319.0,24380.0,304.0,2000.0,1.0,0.08203445447087777,76.72044377301465,3.0,2.0,0.6666666666666666,0.0
exact_dp,merge_30_19,30,5ae13bf1554299422ee99634,4000,1,0.6163468000013381,1.0,1319.0,24380.0,440.0,4000.0,1.0,0.16406890894175555,115.76665121630877,3.0,2.0,0.6666666666666666,0.0
greedy_ratio,merge_30_19,30,5ae13bf1554299422ee99634,4000,10,0.0006615000311285257,0.9997087054291267,1319.0,24380.0,440.0,3998.0,0.9995,0.16398687448728466,115.73292901932128,3.0,2.0,0.6666666666666666,0.0
greedy_refine,merge_30_19,30,5ae13bf1554299422ee99634,4000,10,0.027452100068330765,1.0,1319.0,24380.0,440.0,4000.0,1.0,0.16406890894175555,115.76665121630877,3.0,2.0,0.6666666666666666,0.0
exact_dp,merge_30_19,30,5ae13bf1554299422ee99634,8000,1,1.3982544001191854,1.0,1319.0,24380.0,673.0,8000.0,1.0,0.3281378178835111,172.7247907436756,3.0,3.0,1.0,1.0
greedy_ratio,merge_30_19,30,5ae13bf1554299422ee99634,8000,10,0.000709200045093894,1.0,1319.0,24380.0,673.0,8000.0,1.0,0.3281378178835111,172.7247907436756,3.0,3.0,1.0,1.0
greedy_refine,merge_30_19,30,5ae13bf1554299422ee99634,8000,10,0.013518499908968806,1.0,1319.0,24380.0,673.0,8000.0,1.0,0.3281378178835111,172.7247907436756,3.0,3.0,1.0,1.0
exact_dp,merge_40_0,40,5ae60db1554299546bf83041,2000,1,0.3605210999958217,1.0,1884.0,36120.0,363.0,2000.0,1.0,0.05537098560354374,88.57025229094717,6.0,6.0,1.0,1.0
greedy_ratio,merge_40_0,40,5ae60db1554299546bf83041,2000,10,0.0009359999094158411,0.9997646449150633,1884.0,36120.0,363.0,1999.0,0.9995,0.05534330011074197,88.54940683169637,6.0,6.0,1.0,1.0
greedy_refine,merge_40_0,40,5ae60db1554299546bf83041,2000,10,0.03265559999272227,1.0,1884.0,36120.0,363.0,2000.0,1.0,0.05537098560354374,88.57025229094717,6.0,6.0,1.0,1.0
exact_dp,merge_40_0,40,5ae60db1554299546bf83041,4000,1,0.8187630998436362,1.0,1884.0,36120.0,515.0,4000.0,1.0,0.11074197120708748,125.78024989194175,6.0,6.0,1.0,1.0
greedy_ratio,merge_40_0,40,5ae60db1554299546bf83041,4000,10,0.0009188998956233263,0.9998718795117931,1884.0,36120.0,516.0,3999.0,0.99975,0.11071428571428571,125.76413486491882,6.0,6.0,1.0,1.0
greedy_refine,merge_40_0,40,5ae60db1554299546bf83041,4000,10,0.04136050003580749,0.9999978430017498,1884.0,36120.0,516.0,4000.0,1.0,0.11074197120708748,125.77997858416282,6.0,6.0,1.0,1.0
exact_dp,merge_40_0,40,5ae60db1554299546bf83041,8000,1,1.917357600061223,1.0,1884.0,36120.0,771.0,8000.0,1.0,0.22148394241417496,181.54186685073742,6.0,6.0,1.0,1.0
greedy_ratio,merge_40_0,40,5ae60db1554299546bf83041,8000,10,0.0010876001324504614,0.9998695469650999,1884.0,36120.0,771.0,7998.0,0.99975,0.22142857142857142,181.5181841632453,6.0,6.0,1.0,1.0
greedy_refine,merge_40_0,40,5ae60db1554299546bf83041,8000,10,0.05288519989699125,0.9999942597175471,1884.0,36120.0,771.0,8000.0,1.0,0.22148394241417496,181.54082474914466,6.0,6.0,1.0,1.0
exact_dp,merge_40_1,40,5ae6050f55429929b0807a5e,2000,1,0.3393493997864425,1.0,1821.0,35885.0,320.0,2000.0,1.0,0.05573359342343598,88.61277327478753,3.0,2.0,0.6666666666666666,0.0
greedy_ratio,merge_40_1,40,5ae6050f55429929b0807a5e,2000,10,0.0008717000018805265,1.0,1821.0,35885.0,320.0,2000.0,1.0,0.05573359342343598,88.61277327478753,3.0,2.0,0.6666666666666666,0.0
greedy_refine,merge_40_1,40,5ae6050f55429929b0807a5e,2000,10,0.011706799967214465,1.0,1821.0,35885.0,320.0,2000.0,1.0,0.05573359342343598,88.61277327478753,3.0,2.0,0.6666666666666666,0.0
exact_dp,merge_40_1,40,5ae6050f55429929b0807a5e,4000,1,0.7676951000466943,1.0,1821.0,35885.0,469.0,4000.0,1.0,0.11146718684687196,133.29636366088323,3.0,3.0,1.0,1.0
greedy_ratio,merge_40_1,40,5ae6050f55429929b0807a5e,4000,10,0.0008815999608486891,0.9999970874853443,1821.0,35885.0,470.0,4000.0,1.0,0.11146718684687196,133.2959754332705,3.0,3.0,1.0,1.0
greedy_refine,merge_40_1,40,5ae6050f55429929b0807a5e,4000,10,0.014454999938607216,0.9999970874853443,1821.0,35885.0,470.0,4000.0,1.0,0.11146718684687196,133.2959754332705,3.0,3.0,1.0,1.0
exact_dp,merge_40_1,40,5ae6050f55429929b0807a5e,8000,1,1.785918900044635,1.0,1821.0,35885.0,713.0,8000.0,1.0,0.22293437369374391,202.83257159990865,3.0,3.0,1.0,1.0
greedy_ratio,merge_40_1,40,5ae6050f55429929b0807a5e,8000,10,0.000938100041821599,0.9997066532312961,1821.0,35885.0,713.0,7996.0,0.9995,0.22282290650689704,202.77307132044191,3.0,3.0,1.0,1.0
greedy_refine,merge_40_1,40,5ae6050f55429929b0807a5e,8000,10,0.05018899985589087,0.9999997693267889,1821.0,35885.0,713.0,8000.0,1.0,0.22293437369374391,202.83252481186804,3.0,3.0,1.0,1.0
exact_dp,merge_40_2,40,5ab6c47e55429954757d3368,2000,1,0.35197649989277124,1.0,1866.0,34853.0,364.0,2000.0,1.0,0.05738386939431326,96.14043717736641,8.0,8.0,1.0,1.0
greedy_ratio,merge_40_2,40,5ab6c47e55429954757d3368,2000,10,0.0009047999046742916,0.9997252483173278,1866.0,34853.0,364.0,1999.0,0.9995,0.0573551774596161,96.11402243047908,8.0,8.0,1.0,1.0
greedy_refine,merge_40_2,40,5ab6c47e55429954757d3368,2000,10,0.03259640000760555,1.0,1866.0,34853.0,364.0,2000.0,1.0,0.05738386939431326,96.14043717736641,8.0,8.0,1.0,1.0
exact_dp,merge_40_2,40,5ab6c47e55429954757d3368,4000,1,1.0096743998583406,1.0,1866.0,34853.0,527.0,4000.0,1.0,0.11476773878862652,142.2774225798804,8.0,8.0,1.0,1.0
greedy_ratio,merge_40_2,40,5ab6c47e55429954757d3368,4000,10,0.0009715000633150339,0.9999929253625502,1866.0,34853.0,527.0,4000.0,1.0,0.11476773878862652,142.27641601869837,8.0,8.0,1.0,1.0
greedy_refine,merge_40_2,40,5ab6c47e55429954757d3368,4000,10,0.016503999941051006,0.9999929253625502,1866.0,34853.0,527.0,4000.0,1.0,0.11476773878862652,142.27641601869837,8.0,8.0,1.0,1.0
exact_dp,merge_40_2,40,5ab6c47e55429954757d3368,8000,1,1.8958441999275237,1.0,1866.0,34853.0,782.0,8000.0,1.0,0.22953547757725304,211.41927791019603,8.0,8.0,1.0,1.0
greedy_ratio,merge_40_2,40,5ab6c47e55429954757d3368,8000,10,0.000973900081589818,0.9999249190046123,1866.0,34853.0,782.0,7999.0,0.999875,0.2295067856425559,211.4034043403664,8.0,8.0,1.0,1.0
greedy_refine,merge_40_2,40,5ab6c47e55429954757d3368,8000,10,0.05338980001397431,0.9999951335757881,1866.0,34853.0,782.0,8000.0,1.0,0.22953547757725304,211.41824905430315,8.0,8.0,1.0,1.0
exact_dp,merge_40_3,40,5a7f5c9f55429969796c1a0f,2000,1,0.3510416999924928,1.0,1828.0,34459.0,332.0,2000.0,1.0,0.05803998955280188,73.69915369673295,2.0,2.0,1.0,1.0
greedy_ratio,merge_40_3,40,5a7f5c9f55429969796c1a0f,2000,10,0.0009026001207530499,0.9996859154684273,1828.0,34459.0,334.0,1999.0,0.9995,0.05801096955802548,73.67600593256681,2.0,2.0,1.0,1.0
greedy_refine,merge_40_3,40,5a7f5c9f55429969796c1a0f,2000,10,0.030442699790000916,0.9999569075864205,1828.0,34459.0,334.0,2000.0,1.0,0.05803998955280188,73.6959778223214,2.0,2.0,1.0,1.0
exact_dp,merge_40_3,40,5a7f5c9f55429969796c1a0f,4000,1,0.790246200049296,1.0,1828.0,34459.0,494.0,4000.0,1.0,0.11607997910560376,111.31737028556606,2.0,2.0,1.0,1.0
greedy_ratio,merge_40_3,40,5a7f5c9f55429969796c1a0f,4000,10,0.0009192998986691236,0.9995498336714415,1828.0,34459.0,496.0,3999.0,0.99975,0.11605095911082736,111.26725895367981,2.0,2.0,1.0,1.0
greedy_refine,merge_40_3,40,5a7f5c9f55429969796c1a0f,4000,10,0.03894290002062917,0.9996989765078755,1828.0,34459.0,496.0,4000.0,1.0,0.11607997910560376,111.28386114202858,2.0,2.0,1.0,1.0
exact_dp,merge_40_3,40,5a7f5c9f55429969796c1a0f,8000,1,1.8854251999873668,1.0,1828.0,34459.0,754.0,8000.0,1.0,0.23215995821120752,170.21165101630586,2.0,2.0,1.0,1.0
